Network Type,Band,Num_Carriers,SINR,RB,TH_CWD0,TH_CWD1,ANT,TRANS,RANK,BLER,CQI_CWD0,CQI_CWD1,MCS_CWD0,MCS_CWD1
CX,U,4,9.8,0,18.72,20.98,,,,9.7,8,8,,
CX,U,4,15.7,0,,,,,,0,0,0,,
CX,L,4,9.8,45,18.72,20.98,4x4,4,2,9.7,8,8,256QAM,256QAM
CX,U,4,-4.3,0,,,,,,0,,,,
CX,L,4,3.9,73,33.3,37.1,4x4,4,2,9.2,9,8,64QAM,64QAM
CX,L,4,9.7,45,24.23,22.72,4x4,4,2,10,9,9,256QAM,256QAM
CX,U,4,12.6,0,,,,,,0,4,3,,
CX,L,4,10.5,70,30.05,38.92,4x4,4,2,10,8,8,256QAM,64QAM
CX,L,4,10.7,60,28.95,31.39,4x4,4,2,8.9,9,9,256QAM,64QAM
CX,U,4,16.1,0,,,,,,0,7,4,,
CX,L,4,10.4,73,30.09,34.97,4x4,4,2,9.3,8,7,64QAM,64QAM
CX,U,4,30,0,,,,,,0,7,0,,
CX,U,4,4.4,0,,,,,,0,,,,
CX,L,4,10.3,73,22.35,41.79,4x4,4,2,9.3,8,7,64QAM,64QAM
CX,U,4,2.5,0,,,,,,0,,,,
CX,L,4,10.8,62,18.59,42.32,4x4,4,,10.2,6,7,64QAM,64QAM
CX,U,4,2.1,0,,,,,,0,8,3,,
CX,U,4,-3.1,0,,,,,,0,,,,
CX,L,4,11.8,66,19.76,44.48,4x4,4,,9.3,7,7,64QAM,64QAM
CX,U,4,4.2,0,,,,,,0,,,,
CX,L,4,11.4,60,26.86,29.6,4x4,4,2,9.3,8,9,256QAM,256QAM
CX,U,4,9.9,100,1.13,0.4,,,,44.6,8,3,16QAM,16QAM
CX,U,4,5.7,0,,,,,,0,,,,
CX,L,4,11.4,73,29.99,37.64,4x4,4,2,9.3,8,9,64QAM,256QAM
CX,U,4,6.7,100,0.46,0.1,2x2,4,1,64,8,3,16QAM,QPSK
CX,U,4,5.1,0,,,,,,0,,,,
CX,L,4,11.1,73,26.22,39.65,4x4,4,,9.4,7,7,64QAM,64QAM
CX,U,4,8.2,100,0.89,0.03,2x2,4,1,35.4,8,0,16QAM,QPSK
CX,U,4,7.1,0,,,,,,0,,,,
CX,L,4,9.5,72,27.6,32.64,4x4,4,2,10.2,7,7,64QAM,64QAM
CX,U,4,11.4,100,1.21,0.23,2x2,4,2,40.5,7,1,16QAM,QPSK
CX,U,4,5.6,0,,,,,,0,,,,
CX,L,4,9.7,73,28.43,36.1,4x4,4,2,10.3,6,7,64QAM,64QAM
CX,U,4,11.9,100,1.04,0.25,2x2,4,2,34.7,6,1,16QAM,16QAM
CX,U,4,5.2,0,,,,,,0,,,,
CX,L,4,9.9,67,31.43,27.66,4x4,4,2,9.4,8,8,256QAM,64QAM
CX,U,4,12.4,0,,,,,,0,8,0,,
CX,U,4,7.4,0,,,,,,0,,,,
CX,L,4,9.8,72,27.57,37.19,4x4,4,,10,7,7,64QAM,64QAM
CX,U,4,8.7,0,,,,,,0,,,,
CX,L,4,9.6,69,28.09,34.93,4x4,4,2,9.1,7,8,64QAM,64QAM
CX,U,4,3.4,0,,,,,,0,,,,
CX,L,4,11,73,36.76,29.36,4x4,4,2,9.7,8,7,256QAM,64QAM
CX,U,4,13.7,0,,,,,,0,7,4,,
CX,L,4,10.3,69,29.61,32.15,4x4,4,2,8.2,7,8,256QAM,256QAM
CX,U,4,18.5,0,,,,,,0,9,6,,
CX,L,4,9.8,73,35.5,27.88,4x4,4,2,9.1,8,7,256QAM,64QAM
CX,U,4,11.6,0,,,,,,0,8,2,,
CX,U,4,5.8,0,,,,,,0,,,,
CX,L,4,9,73,30.04,32.77,4x4,4,2,9.1,7,7,64QAM,64QAM
CX,U,4,11.3,0,,,,,,0,8,3,,
CX,U,4,7,100,13.61,3.53,,,,21.4,3,0,,
CX,L,4,11.4,72,31.3,31.95,4x4,4,2,9.6,8,8,64QAM,64QAM
CX,U,4,7,100,13.52,0.14,2x2,4,1,10.3,5,0,,
CX,L,3,16.7,4,0.05,0,,,,0,8,9,,
CX,U,3,,0,,,,,,0,,,,
CX,L,4,14.1,69,14.52,23.66,4x4,4,,7.1,8,8,64QAM,64QAM
CX,U,4,13,83,9.96,0.08,,,,11.8,10,0,64QAM,QPSK
CX,U,4,8.9,86,12.19,2.51,,,,14.4,8,2,,
CX,U,4,13.1,91,10.02,0,,,,12.1,6,0,,
CX,L,4,-14.1,69,14.52,23.66,4x4,4,,7.1,8,8,64QAM,64QAM
CX,L,4,14.2,72,30.49,42.49,4x4,4,2,8,10,10,64QAM,256QAM
CX,U,4,14.3,99,20.61,5.27,2x2,4,2,6.7,9,0,64QAM,16QAM
CX,U,4,15.4,99,22.56,5.32,2x2,4,1,1.7,7,3,,
CX,U,4,13.8,99,29.43,10.57,2x2,4,1,10.5,9,2,,
CX,L,4,15.3,73,28.86,53.09,4x4,4,,10.5,9,9,64QAM,256QAM
CX,U,4,15.6,99,28.41,9.06,2x2,4,1,10,9,1,64QAM,64QAM
CX,U,4,15.5,99,32.76,11.14,4x2,4,2,10.3,10,1,,
CX,U,4,16.3,100,29.43,17.2,2x2,4,2,9.6,7,6,,
CX,L,4,17.7,73,34.89,53.16,4x4,4,2,8.7,9,11,256QAM,256QAM
CX,U,4,14.4,100,25.45,8.7,2x2,4,2,9.6,7,2,64QAM,16QAM
CX,U,4,15.6,100,30.43,9.46,2x2,4,2,10,,3,,
CX,U,4,14.6,100,30.53,15.53,2x2,4,2,9.2,,3,,
CX,L,4,17.8,73,38.88,52.75,4x4,4,,9.5,10,9,256QAM,256QAM
CX,U,4,13.4,100,17.63,17.14,2x2,4,2,10.3,7,4,16QAM,64QAM
CX,U,4,14.8,100,33.42,7.29,2x2,4,2,10.5,9,1,,
CX,U,4,14.8,100,23.45,15.05,2x2,4,2,10.9,7,4,,
CX,L,4,18,73,41.5,55.63,4x4,4,2,9.5,11,10,256QAM,256QAM
CX,U,4,12.5,100,21.25,10.42,2x2,4,1,10.4,7,1,16QAM,64QAM
CX,U,4,14.7,100,26.35,9.82,2x2,4,1,9.4,9,1,,
CX,U,4,14.4,100,25.91,13.74,2x2,4,1,9.3,7,4,,
CX,L,4,18.3,72,42.89,52.58,4x4,4,2,9.5,11,11,256QAM,256QAM
CX,U,4,14.1,100,24.78,7.75,2x2,4,1,9.7,7,2,64QAM,64QAM
CX,U,4,15.5,100,30.46,25.12,2x2,4,2,11.5,7,7,,
CX,U,4,16.8,100,21.93,25.54,2x2,4,2,10,6,7,,
CX,L,4,18.6,73,40.05,56.48,4x4,4,,9.3,11,11,256QAM,256QAM
CX,U,4,14.7,100,21.18,9.11,2x2,4,2,9.9,7,5,64QAM,16QAM
CX,U,4,15.8,100,23.65,29.13,2x2,4,1,10.6,,3,,
CX,U,4,16.6,100,20.07,27.42,2x2,4,2,8.8,6,7,,
CX,L,4,18.3,73,34.52,60.3,4x4,4,,9.3,10,10,256QAM,256QAM
CX,U,4,14.9,100,28.94,5.41,2x2,4,1,11.4,9,2,64QAM,16QAM
CX,U,4,15.1,100,35.76,3.55,2x2,4,1,10.2,9,1,,
CX,U,4,13.4,100,20.2,20.12,2x2,4,2,8.8,5,6,,
CX,L,4,16.4,73,43.59,46.01,4x4,4,2,10.4,12,10,256QAM,256QAM
CX,U,4,15.8,100,25.17,9.44,2x2,4,1,8.7,8,4,64QAM,16QAM
CX,U,4,16.1,100,26.6,17.04,2x2,4,2,9.8,9,4,,
CX,U,4,15.2,100,31.07,21.96,2x2,4,2,9.5,7,5,,
CX,L,4,15.6,73,41.53,43.72,4x4,4,2,9,10,11,256QAM,256QAM
CX,U,4,17,100,28.22,10.72,2x2,4,1,9.3,9,2,64QAM,16QAM
CX,U,4,16.8,100,28.41,16.45,2x2,4,1,10.7,10,1,,
CX,U,4,16.6,100,28.69,16.79,2x2,4,2,9.3,9,1,,
CX,L,4,16.7,72,34.44,63.26,4x4,4,,9.2,9,9,256QAM,64QAM
CX,U,4,14,100,26.33,4.14,2x2,4,1,9.6,8,1,64QAM,64QAM
CX,U,4,15,100,22.99,7.14,2x2,4,1,11.1,,1,,
CX,U,4,14,100,26.64,10.3,2x2,4,2,9.5,6,5,,
CX,L,4,18.3,73,35.15,60.96,4x4,4,,9.8,10,9,256QAM,256QAM
CX,U,4,14.1,100,27.88,4.19,2x2,4,1,11.2,9,0,64QAM,16QAM
CX,U,4,14.8,100,29.3,4.16,2x2,4,1,9.8,10,0,,
CX,U,4,14.2,100,33.18,4.99,2x2,4,2,9.5,6,3,,
CX,L,4,17.5,73,48.92,42.81,4x4,4,2,9.1,11,10,256QAM,256QAM
CX,U,4,14.4,100,19.53,14.06,2x2,4,2,9.1,8,2,16QAM,64QAM
CX,U,4,14.5,100,50.62,0.58,2x2,4,1,9.9,11,0,,
CX,U,4,16.9,100,25.42,13.38,2x2,4,2,9.4,7,4,,
CX,L,4,17.6,73,43.69,42.78,4x4,4,2,9.6,11,10,256QAM,256QAM
CX,U,4,13.6,100,19.87,8.43,2x2,4,1,11.9,7,2,16QAM,16QAM
CX,U,4,15.8,100,33.03,1.34,2x2,4,1,11.1,10,0,,
CX,U,4,15.2,100,30.03,7.98,2x2,4,1,10.1,,2,,
CX,L,4,14.2,66,28.99,43.53,4x4,4,2,9.1,10,9,256QAM,256QAM
CX,U,4,13.1,100,21.76,6.36,2x2,4,2,9.6,8,2,64QAM,16QAM
CX,U,4,17.2,100,26.58,12.8,2x2,4,2,9.2,9,2,,
CX,U,4,15.8,100,31.33,11.62,2x2,4,2,11.8,,3,,
CX,L,4,13.1,73,32.19,42.2,4x4,4,,9.6,9,9,64QAM,64QAM
CX,U,4,14.8,100,32.55,5.22,2x2,4,1,9.8,5,0,64QAM,64QAM
CX,U,4,15.7,100,27.41,11.63,2x2,4,1,8.5,7,0,,
CX,U,4,16.1,100,37.43,6.36,2x2,4,2,9.1,6,1,,
CX,L,4,13.1,73,34.51,36.07,4x4,4,2,9,9,9,256QAM,64QAM
CX,U,4,13.2,100,22.33,6.83,2x2,4,2,8.2,7,1,64QAM,16QAM
CX,U,4,14.9,100,29.26,6.73,2x2,4,1,10,6,1,,
CX,U,4,13,100,26.86,8.97,2x2,4,1,9.6,7,2,,
CX,L,4,10.5,24,9.73,10.91,,,,9,9,7,64QAM,256QAM
CX,U,4,8.8,100,10,2.57,,,,10.1,6,2,16QAM,16QAM
CX,U,4,11.2,100,24.22,3.6,,,,9.8,7,2,,
CX,U,4,3.8,100,10,2.57,,,,10.1,6,2,16QAM,16QAM
CX,L,4,10.9,54,21.61,27.98,4x4,4,2,8.8,7,9,64QAM,256QAM
CX,U,4,10,100,21.11,2.51,2x2,4,2,11.2,8,0,,
CX,U,4,9.3,100,8.26,0.08,2x2,4,1,9.7,10,2,,
CX,L,4,10.6,62,23.84,30.62,4x4,4,2,9,8,8,64QAM,256QAM
CX,U,4,8.3,0,,,,,,0,7,3,,
CX,U,4,11,100,29.26,2.52,2x2,4,1,8.3,8,1,,
CX,U,4,10.8,100,7.6,0.6,2x2,4,1,7.4,7,2,,
CX,L,4,12.8,65,25.53,32.74,4x4,4,2,9.5,8,10,64QAM,64QAM
CX,U,4,10.7,100,28.73,16.94,2x2,4,2,10.9,7,4,,
CX,U,4,11.5,100,9.71,1.18,2x2,4,2,18.1,8,1,,
CX,L,4,12.1,65,24.46,34.12,4x4,4,2,9.7,7,9,64QAM,256QAM
CX,U,4,13,100,15.9,22.89,2x2,4,2,11.5,5,6,,
CX,U,4,10.7,100,3.42,1.24,2x2,4,2,11,7,4,,
CX,L,4,12.7,69,26.43,34.54,4x4,4,2,9,7,9,64QAM,256QAM
CX,U,4,13.8,100,13.9,22.03,2x2,4,2,10.2,4,6,,
CX,U,4,10.7,100,4.41,1.52,2x2,4,2,6.1,8,4,,
CX,L,4,12.2,72,26.07,35.93,4x4,4,2,8.7,7,8,64QAM,64QAM
CX,U,4,10.7,100,13.67,20.58,2x2,4,2,10,4,5,,
CX,U,4,10.9,100,2.93,1.41,,,,3.8,9,0,,
CX,L,4,11.3,72,26.05,36.63,4x4,4,2,8.5,7,9,64QAM,64QAM
CX,U,4,11.6,100,14.92,19.48,2x2,4,1,10,4,6,,
CX,L,4,10.8,73,26.99,37.17,4x4,4,2,9.5,7,8,64QAM,64QAM
CX,U,4,10.1,0,,,,,,0,5,4,,
CX,U,4,11.6,100,21.48,2.94,2x2,4,1,10.1,5,1,,
CX,L,4,11.5,72,27.34,36.23,4x4,4,,9.9,7,9,64QAM,256QAM
CX,U,4,8.5,0,,,,,,0,7,4,,
CX,U,4,11.6,100,28.19,2.08,2x2,4,1,9,9,0,,
CX,L,4,12.1,72,26.02,37.89,4x4,4,2,8.8,7,8,64QAM,64QAM
CX,U,4,11.4,0,,,,,,0,7,5,,
CX,U,4,11.6,100,28.2,0.26,2x2,4,1,10.5,8,0,,
CX,L,4,11.6,72,27.47,35.93,4x4,4,,9.2,7,9,64QAM,256QAM
CX,U,4,11.6,100,26.95,1.24,2x2,4,1,9.1,8,0,,
CX,L,4,11.3,72,24.77,37.82,4x4,4,2,9.5,7,8,64QAM,64QAM
CX,U,4,11.6,100,30.15,0,2x2,4,1,10.1,8,0,,
CX,L,4,11.8,72,28.02,33.55,4x4,4,2,9.2,7,8,64QAM,64QAM
CX,U,4,11.6,100,26.61,0.46,2x2,4,1,9.8,8,0,,
CX,U,4,11,0,,,,,,0,0,0,,
CX,L,4,12.7,73,25.86,42.73,4x4,4,2,11.2,7,8,64QAM,64QAM
CX,U,4,9.2,0,,,,,,0,7,5,,
CX,U,4,11.6,100,21.58,0.55,2x2,4,1,11.3,8,0,,
CX,L,4,13.8,73,25.84,43.7,4x4,4,,8.3,8,10,64QAM,256QAM
CX,U,4,7.8,0,,,,,,0,7,3,,
CX,U,4,11.6,100,22.88,5.1,2x2,4,1,9.9,7,1,,
CX,L,4,12.5,73,26.59,38.23,4x4,4,2,9.7,8,10,64QAM,64QAM
CX,U,4,11.6,100,32.2,0,2x2,4,1,9.5,9,0,,
CX,L,4,11.9,72,26.03,35.52,4x4,4,2,8.7,7,9,64QAM,64QAM
CX,U,4,9.1,100,18.73,0,2x2,4,1,12.9,5,0,,
CX,U,4,11.3,100,1.27,1.25,2x2,4,2,37.1,6,2,,
CX,L,4,10.2,72,24.71,35.19,4x4,4,,9.2,6,8,64QAM,64QAM
CX,U,4,10.2,100,22.71,0,2x2,4,1,1.7,8,0,,
CX,U,4,11.2,100,2.31,1.63,2x2,4,2,11.6,6,4,,
CX,L,4,12.7,73,22.41,38.04,4x4,4,2,10.2,7,8,64QAM,64QAM
CX,U,4,9.1,0,,,,,,0,7,4,,
CX,U,4,10,100,32.2,0,2x2,4,1,11.9,9,0,,
CX,U,4,11,100,1.74,1.63,,,,6.7,13,11,,
CX,L,4,12.9,73,26.56,35.84,4x4,4,,8.7,7,9,64QAM,64QAM
CX,U,4,10,100,28.7,0,2x2,4,1,8.7,8,0,,
CX,L,4,-13.4,73,23.93,41.19,4x4,4,,9.7,7,8,64QAM,64QAM
CX,U,4,7.2,0,,,,,,0,7,3,,
CX,U,4,8.8,100,31.01,0,2x2,4,1,9.5,8,0,,
CX,U,4,10.4,100,3.7,3.08,2x2,4,2,15.3,8,6,,
CX,L,4,12.7,73,26.2,37.85,4x4,4,2,7.8,8,9,64QAM,64QAM
CX,U,4,11.9,100,33.27,3.14,2x2,4,1,11.5,8,0,,
CX,U,4,11.3,100,2.84,2.41,2x2,4,2,8.7,8,7,,
CX,L,4,11.4,73,30.06,35.89,4x4,4,2,9.3,8,9,64QAM,256QAM
CX,U,4,10.4,100,29.36,5.52,2x2,4,2,10.9,8,2,,
CX,U,4,11.1,100,3.27,1.29,,,,6.8,7,5,,
CX,L,4,12.1,73,26.74,37.92,4x4,4,2,9,7,9,64QAM,64QAM
CX,U,4,9,0,,,,,,0,9,1,,
CX,U,4,11.7,100,21.57,12.04,2x2,4,1,8.6,7,4,,
CX,L,4,13.6,62,25.33,30.66,4x4,4,2,8,9,10,256QAM,256QAM
CX,U,4,11.7,100,20.49,15.69,2x2,4,1,10.1,8,2,,
CX,U,4,12.7,0,,,,,,0,8,5,,
CX,L,4,14.1,43,17.69,20.79,4x4,4,2,9.3,9,11,256QAM,256QAM
CX,U,4,11.1,100,28.71,2.27,2x2,4,2,9,10,0,,
CX,L,4,12.2,73,24.51,39.46,4x4,4,2,8.2,7,9,64QAM,256QAM
CX,U,4,11.1,100,15.17,11.43,2x2,4,2,10.7,5,3,,
CX,L,4,13,73,25.69,39.31,4x4,4,2,9.1,7,9,64QAM,256QAM
CX,U,4,10.7,100,15.94,15.8,2x2,4,2,9.9,6,3,,
CX,L,4,11.7,73,27.59,40.04,4x4,4,2,8.7,6,9,64QAM,256QAM
CX,U,4,10.2,0,,,,,,0,9,0,,
CX,U,4,30,100,25.71,7.7,2x2,4,2,10.5,7,1,,
CX,L,4,12.2,73,27.88,38,4x4,4,2,9.3,6,8,64QAM,256QAM
CX,U,4,30,100,22.21,4.65,2x2,4,2,10,7,3,,
CX,L,4,12.5,73,27.6,39.24,4x4,4,2,9,6,9,64QAM,256QAM
CX,U,4,30,100,15.49,6.18,2x2,4,2,10.1,6,3,,
CX,L,4,12.1,73,27.78,36.58,4x4,4,2,9,7,9,64QAM,64QAM
CX,U,4,30,100,8.71,2.56,2x2,4,2,9.1,5,3,,
CX,L,4,13.1,73,27.11,36.52,4x4,4,2,8.5,7,9,64QAM,256QAM
CX,U,4,30,100,21.87,8.32,2x2,4,1,9.4,6,3,,
CX,L,4,12.9,73,31.99,38.44,4x4,4,2,9.7,8,10,64QAM,256QAM
CX,U,4,-10.2,83,15.29,8.02,2x2,4,1,9.9,6,3,,
CX,L,4,12.6,73,32.46,38.78,4x4,4,2,8.8,8,10,64QAM,256QAM
CX,U,4,9.9,0,,,,,,0,9,1,,
CX,U,4,7,100,16.65,6.96,2x2,4,2,12.3,6,2,,
CX,L,4,11.4,73,29.88,40.69,4x4,4,2,8.9,8,9,64QAM,256QAM
CX,U,4,16.6,0,,,,,,0,6,1,,
CX,U,4,7,100,15.41,4.63,2x2,4,2,7.9,5,2,,
CX,L,4,10.3,71,32.1,40,4x4,4,2,9.7,8,9,256QAM,256QAM
CX,U,4,7,100,30.11,2.69,2x2,4,1,11.3,9,0,,
CX,L,4,14.3,73,30.11,44.08,4x4,4,2,9.5,8,9,64QAM,256QAM
CX,U,4,7,100,24.97,0.26,2x2,4,1,9,8,0,,
CX,L,4,12.2,73,29.01,41.27,4x4,4,,9,8,8,256QAM,64QAM
CX,U,4,10.4,100,24.34,1.83,2x2,4,1,1.7,8,1,,
CX,U,4,10.1,100,3.44,1.47,2x2,4,2,16.3,9,6,,
CX,L,4,12.9,73,28.4,39.45,4x4,4,2,9,8,10,64QAM,256QAM
CX,U,4,8.4,100,36.64,3.71,2x2,4,1,10.9,8,1,,
CX,U,4,11.2,100,6.42,2.15,2x2,4,2,23.5,8,4,,
CX,L,4,12.1,73,28.9,39.99,4x4,4,2,9.6,8,10,64QAM,256QAM
CX,U,4,8,0,,,,,,0,8,4,,
CX,U,4,11,100,34.97,0,2x2,4,1,12.9,9,0,,
CX,U,4,11.9,100,5.82,1.44,2x2,4,2,16.8,7,3,,
CX,L,4,10.5,72,28.96,39.12,4x4,4,2,71.9,7,9,64QAM,256QAM
CX,U,4,11.8,100,34.92,0,2x2,4,1,8.4,10,0,,
CX,U,4,12.1,100,5.65,0.93,2x2,4,2,6.2,8,1,,
CX,L,4,12.5,73,28.09,42.05,4x4,4,2,9.9,7,9,64QAM,256QAM
CX,U,4,11,100,29.12,0,2x2,4,1,9.8,9,0,,
CX,U,4,11.4,100,6.39,2.44,2x2,4,1,17.6,7,4,,
CX,L,4,12.2,73,26.1,46.99,4x4,4,,8.5,8,10,64QAM,256QAM
CX,U,4,10.7,100,39.29,0,2x2,4,1,11.8,9,0,,
CX,U,4,11,100,10.19,0.36,2x2,4,1,21.9,10,0,,
CX,L,4,12,73,27.75,42.51,4x4,4,,71.9,8,9,64QAM,64QAM
CX,U,4,9.4,100,36.57,0,2x2,4,1,10.9,9,0,,
CX,U,4,12.1,100,7.4,1.23,2x2,4,1,29.9,9,0,,
CX,L,4,12.4,73,30.69,42.64,4x4,4,2,10.2,8,10,64QAM,256QAM
CX,U,4,8.8,0,,,,,,0,7,5,,
CX,U,4,10,100,32.61,0,2x2,4,1,9.8,9,0,,
CX,U,4,12,100,7.26,0.31,2x2,4,1,17.7,8,1,,
CX,L,4,11.8,71,27.11,44.15,4x4,4,2,8.5,7,9,64QAM,256QAM
CX,U,4,10.1,100,44.09,0,2x2,4,1,12.1,10,0,,
CX,U,4,12.3,100,7.22,0.2,2x2,4,1,28.5,9,0,,
CX,L,4,12.4,73,29.51,44.23,4x4,4,2,10,8,10,64QAM,256QAM
CX,U,4,9.7,0,,,,,,0,7,5,,
CX,U,4,11.8,100,40.15,0,2x2,4,1,14,10,0,,
CX,U,4,11.8,100,7.59,5.22,2x2,4,1,26.5,9,5,,
CX,L,4,12.2,73,26.33,41.89,4x4,4,2,9.3,7,10,64QAM,64QAM
CX,U,4,11.1,100,30.51,0,2x2,4,1,7.6,10,0,,
CX,U,4,12.6,100,5.42,3.65,2x2,4,2,20.7,7,3,,
CX,L,4,11.5,73,30.52,41.64,4x4,4,2,8.2,8,9,64QAM,256QAM
CX,U,4,9.5,100,37.37,0,2x2,4,2,11.5,9,0,,
CX,U,4,12.4,100,4.99,3.24,2x2,4,2,18.7,7,4,,
CX,L,4,12.1,73,32.23,37.99,4x4,4,2,9.4,8,9,64QAM,256QAM
CX,U,4,9.1,100,24.13,10.63,2x2,4,1,8.5,7,2,,
CX,U,4,11.8,100,3.56,2.03,2x2,4,2,10.5,8,5,,
CX,L,4,12.5,73,28.22,39.86,4x4,4,2,7.6,7,10,64QAM,256QAM
CX,U,4,8.6,0,,,,,,0,8,3,,
CX,U,4,10.4,100,19.62,3.98,2x2,4,1,18.6,8,1,,
CX,U,4,9.9,100,3.54,1.04,2x2,4,2,8.3,7,3,,
CX,L,4,14.2,72,26.39,41.09,4x4,4,2,9.6,8,10,64QAM,256QAM
CX,U,4,13.9,100,28.22,0.07,2x2,4,2,8.2,9,0,,
CX,U,4,11,100,8.98,7.86,,,,33.1,7,4,,
CX,L,4,12.7,73,29.39,37.98,4x4,4,2,9.2,8,9,64QAM,256QAM
CX,U,4,1.4,100,20.62,6.36,2x2,4,1,9.6,8,4,,
CX,L,4,12.3,72,33.68,39.14,4x4,4,2,9.9,8,9,64QAM,256QAM
CX,U,4,6.9,0,,,,,,0,8,0,,
CX,U,4,0.5,100,29.38,0.76,2x2,4,1,1.7,9,0,,
CX,L,4,12,72,35.36,38.49,4x4,4,2,8.2,8,9,256QAM,256QAM
CX,U,4,7.6,0,,,,,,0,9,0,,
CX,U,4,-0.9,100,34.25,1.34,2x2,4,1,10.5,9,0,,
CX,L,4,11.7,73,36.66,42.42,4x4,4,2,10.2,8,9,256QAM,256QAM
CX,U,4,5.9,0,,,,,,0,9,0,,
CX,U,4,-0.7,100,17.59,1.89,2x2,4,1,10.4,9,0,,
CX,U,4,11.1,0,,,,,,0,7,0,,
CX,L,4,12.6,72,35.63,39.62,4x4,4,2,9.1,9,10,256QAM,256QAM
CX,U,4,3.8,0,,,,,,0,9,1,,
CX,U,4,1.4,100,15.47,3.56,2x2,4,2,7.5,8,2,,
CX,L,4,11.8,72,34.43,42.5,4x4,4,2,8.5,8,10,256QAM,256QAM
CX,U,4,3.7,0,,,,,,0,8,0,,
CX,U,4,1.4,100,23.3,10.95,2x2,4,2,10.1,7,3,,
CX,L,4,13.2,73,34.97,39.67,4x4,4,2,9.3,9,10,256QAM,256QAM
CX,U,4,4.7,0,,,,,,0,10,0,,
CX,U,4,2.7,100,24.49,8.87,2x2,4,2,8.5,6,3,,
CX,L,4,12.8,73,36.62,41.22,4x4,4,2,9.1,9,10,256QAM,256QAM
CX,U,4,-2.2,100,22.77,8.27,2x2,4,2,11.1,6,3,,
CX,L,4,11.7,72,34.52,40.02,4x4,4,2,9.5,8,9,256QAM,256QAM
CX,U,4,-2.2,100,22.14,7.32,2x2,4,2,9.3,6,2,,
CX,L,4,12.9,72,36.24,40.09,4x4,4,2,9.1,9,10,256QAM,256QAM
CX,U,4,-2.2,100,23.39,10.36,2x2,4,2,10,6,2,,
CX,L,4,12.4,72,33.45,41.88,4x4,4,2,8.8,9,10,64QAM,256QAM
CX,U,4,8.8,100,13.19,0,2x2,4,1,17,9,0,16QAM,
CX,U,4,12.1,100,22.27,12.97,2x2,4,2,10.6,5,4,,
CX,L,4,12.3,57,26.99,31.41,4x4,4,2,10,8,10,256QAM,256QAM
CX,U,4,9.3,100,9.43,0.05,2x2,4,1,11.1,8,0,16QAM,QPSK
CX,U,4,12.1,100,20.96,10.05,2x2,4,2,8.7,5,3,,
CX,L,4,11.8,44,21.56,24.21,4x4,4,2,8.7,9,10,256QAM,256QAM
CX,U,4,9.1,87,7.73,0,2x2,4,1,12.6,7,0,16QAM,
CX,U,4,12.1,85,19.9,9.46,2x2,4,2,10.8,7,2,,
CX,L,4,12.5,71,34.61,37.02,4x4,4,2,9.8,9,11,256QAM,256QAM
CX,U,4,9.2,100,9.56,0,2x2,4,1,14.1,7,0,16QAM,
CX,U,4,12.1,100,25.56,7.85,2x2,4,2,10.7,5,2,,
CX,L,4,12.2,71,32.43,38.13,4x4,4,2,7.8,9,11,256QAM,256QAM
CX,U,4,8.7,100,10.3,0.05,2x2,4,1,9.2,7,0,16QAM,QPSK
CX,U,4,12.1,100,20.84,11.56,2x2,4,2,9.3,6,3,,
CX,L,4,11.1,71,31.03,41.79,4x4,4,2,9.4,8,10,256QAM,256QAM
CX,U,4,8.8,100,11.8,0.04,2x2,4,1,12.2,8,0,16QAM,QPSK
CX,U,4,12.1,100,20.97,13.77,2x2,4,2,9.4,6,3,,
CX,L,4,12.6,72,34.39,40.4,4x4,4,2,10.1,9,11,256QAM,256QAM
CX,U,4,9.7,100,12.79,0.23,2x2,4,1,15.7,9,0,16QAM,QPSK
CX,U,4,12.1,100,25.68,10.68,2x2,4,2,11,5,3,,
CX,L,4,13.6,71,31.75,38.69,4x4,4,2,8,8,10,64QAM,256QAM
CX,U,4,9.8,100,11.5,0.08,2x2,4,1,11.3,8,0,16QAM,QPSK
CX,U,4,12.1,100,23.42,12.58,2x2,4,1,9.5,5,3,,
CX,L,4,13.5,72,31.86,36.24,4x4,4,2,10.1,9,10,64QAM,256QAM
CX,U,4,8.1,100,10.36,0,2x2,4,1,12.6,8,0,16QAM,
CX,U,4,12.1,100,22.52,8.31,2x2,4,1,8.8,6,2,,
CX,L,4,12.5,72,30.44,36.07,4x4,4,2,6.9,8,10,64QAM,256QAM
CX,U,4,9,100,11.5,0.33,2x2,4,1,10.8,7,0,16QAM,QPSK
CX,U,4,12.1,100,23.53,10.08,2x2,4,2,11.7,4,4,,
CX,L,4,12.1,72,28.38,38.91,4x4,4,2,9.3,7,9,64QAM,256QAM
CX,U,4,7.7,100,8.27,0.44,2x2,4,2,8.9,7,0,16QAM,QPSK
CX,U,4,12.1,100,19.38,1.95,2x2,4,1,8.3,6,0,,
CX,L,4,12.9,71,24.54,38.26,4x4,4,2,9,7,9,64QAM,256QAM
CX,U,4,9.7,100,11.87,1.08,2x2,4,2,7.1,8,1,16QAM,QPSK
CX,U,4,12.1,100,15.44,3.96,2x2,4,1,10,5,2,,
CX,L,4,13,54,16.06,31.04,4x4,4,2,9.6,7,11,64QAM,256QAM
CX,U,4,8.9,100,12.38,4.6,2x2,4,2,8.1,7,2,16QAM,QPSK
CX,U,4,12.1,100,17.65,0.69,2x2,4,1,9.5,8,0,,
